업종명,업소명,소재지(도로명),소재지(지번),소재지전화
유흥주점영업,일도,부산광역시 부산진구 서면로 33-9 (부전동),부산광역시 부산진구 부전동 521-20 , 
유흥주점영업,금메달 실내포장,부산광역시 부산진구 새싹로 25 (부전동),부산광역시 부산진구 부전동 399-8 , 
유흥주점영업,동양,"부산광역시 부산진구 가야대로 783-1, 지하1층 (부전동)",부산광역시 부산진구 부전동 486-20 지하1층 ,051 -805 -4451
유흥주점영업,용실비포장,"부산광역시 부산진구 새싹로29번길 지하 14, 1층 (부전동)",부산광역시 부산진구 부전동 403-27 ,051 -817 -8809
유흥주점영업,퀸비지니스클럽,부산광역시 부산진구 복지로 21 (개금동),부산광역시 부산진구 개금동 523-71 , 051- 892-8990
유흥주점영업,램프,"부산광역시 부산진구 서면로 16, 지상5층 (부전동, 무광빌딩)",부산광역시 부산진구 부전동 534-1 지상5층 무광빌딩 , 051- 816-9876
유흥주점영업,알라딘,"부산광역시 부산진구 서면로 16, 지상4층 (부전동, 무광빌딩)",부산광역시 부산진구 부전동 534-1 지상4층 무광빌딩 , 051- 805-1551
유흥주점영업,타잔노래주점,"부산광역시 부산진구 중앙대로680번가길 15 (부전동,부산프라자(지하1층))",부산광역시 부산진구 부전동 215-3 부산프라자(지하1층) , 051- 809-1918
유흥주점영업,"3,6,9 노래방",부산광역시 부산진구 부전로96번길 27 (부전동),부산광역시 부산진구 부전동 474-6 , 051- 807-8865
유흥주점영업,채플린,"부산광역시 부산진구 범일로 138, 지하1층 (범천동)",부산광역시 부산진구 범천동 721-114 ,051 -633 -1584
유흥주점영업,대월포장센타,부산광역시 부산진구 새싹로 15-1 (부전동),부산광역시 부산진구 부전동 397-15 , 051- 817-8283
유흥주점영업,리치노래주점,부산광역시 부산진구 부전로96번길 25 (부전동),부산광역시 부산진구 부전동 474-7 , 
유흥주점영업,로또,부산광역시 부산진구 서면문화로 22-1 (부전동),부산광역시 부산진구 부전동 398-25 , 051- 809-6090
유흥주점영업,수성노래주점,"부산광역시 부산진구 중앙대로909번길 8, 지하1층 (양정동)",부산광역시 부산진구 양정동 393-17 , 051- 853-6733
유흥주점영업,포끝노래타운,"부산광역시 부산진구 신천대로62번길 77 (부전동,4층)",부산광역시 부산진구 부전동 240-1 4층 ,051 -802 -9002
유흥주점영업,타잔노래주점,"부산광역시 부산진구 신천대로62번길 77 (부전동,3층)",부산광역시 부산진구 부전동 240-1 3층 , 051- 803-7070
유흥주점영업,스타킹,"부산광역시 부산진구 부전로96번길 16 (부전동,3층)",부산광역시 부산진구 부전동 477-3 3층 ,051 -805 -3712
유흥주점영업,나이스,부산광역시 부산진구 새싹로 28 (부전동),부산광역시 부산진구 부전동 396-3 , 051- 809-8711
유흥주점영업,돌고래,"부산광역시 부산진구 부전로20번길 19, 지상2층 (부전동)",부산광역시 부산진구 부전동 523-1 지상2층 , 
유흥주점영업,장금이,"부산광역시 부산진구 중앙번영로20번길 26 (범천동,(2층))",부산광역시 부산진구 범천동 845-1 (2층) ,051 -632 -1395
유흥주점영업,둥지노래주점,"부산광역시 부산진구 부전로 41, 지하1층 (부전동)",부산광역시 부산진구 부전동 525-2 지하1층 ,051 -805 -4777
유흥주점영업,랑데부호프노래주점,"부산광역시 부산진구 서면로 40 (부전동,(4층))",부산광역시 부산진구 부전동 240-13 (4층) , 051- 803-1296
유흥주점영업,불꽃노래주점,"부산광역시 부산진구 복지로13번길 67, 지하1층 (개금동)",부산광역시 부산진구 개금동 171-105 ,051 -893 -3224
유흥주점영업,동화주점,부산광역시 부산진구 복지로13번길 65 (개금동),부산광역시 부산진구 개금동 177-208 ,051 -894 -0496
유흥주점영업,비스트,"부산광역시 부산진구 새싹로 42 (부전동,(지하1층))",부산광역시 부산진구 부전동 394-5 (지하1층) ,051 -817 -1145
유흥주점영업,싱글벙글,부산광역시 부산진구 서면문화로 35 (부전동),부산광역시 부산진구 부전동 406-33 ,051 -807 -8388
유흥주점영업,앵콜유흥주점,"부산광역시 부산진구 복지로13번길 62 (개금동,(지하1층))",부산광역시 부산진구 개금동 177-17 (지하1층) , 051- 896-6297
유흥주점영업,차차노래방주점,"부산광역시 부산진구 부전로152번길 44 (부전동,(2층))",부산광역시 부산진구 부전동 395-1 (2층) , 051- 808-7741
유흥주점영업,영상유흥주점,"부산광역시 부산진구 복지로13번길 44 (개금동,(지하1층))",부산광역시 부산진구 개금동 177-133 (지하1층) ,010 -6705-0072
유흥주점영업,애플,"부산광역시 부산진구 중앙대로691번가길 24-5 (부전동,(지하1층))",부산광역시 부산진구 부전동 516-71 (지하1층) , 010-5914-1112
유흥주점영업,그날노래방,"부산광역시 부산진구 가야대로765번길 8 (부전동,지하1층)",부산광역시 부산진구 부전동 485-12 지하1층 , 051- 818-7849
유흥주점영업,앵콜노래주점,"부산광역시 부산진구 새싹로 23 (부전동,(지하1층))",부산광역시 부산진구 부전동 399-3 (지하1층) ,051 -817 -5559
유흥주점영업,짱이야,"부산광역시 부산진구 가야대로 765, 2층 (부전동)",부산광역시 부산진구 부전동 485-13 2층 , 051- 804-5151
유흥주점영업,7080라이브,"부산광역시 부산진구 범일로 152 (범천동,(지하1층))",부산광역시 부산진구 범천동 846-29 (지하1층) , 
유흥주점영업,비바체,"부산광역시 부산진구 서면문화로 23, 5층 (부전동)",부산광역시 부산진구 부전동 474-2 외1필지(5층) , 
유흥주점영업,봉봉가라오케,"부산광역시 부산진구 서면문화로5번길 32 (부전동,(지하1층))",부산광역시 부산진구 부전동 477-6 (지하1층) ,051 -805 -8997
유흥주점영업,황제노래주점,부산광역시 부산진구 부전로152번길 40 (부전동),부산광역시 부산진구 부전동 352-2 ,051 -816 -8788
유흥주점영업,홍콩노래주점,부산광역시 부산진구 부전로96번길 27 (부전동),부산광역시 부산진구 부전동 474-6 , 051- 818-7242
유흥주점영업,필노래주점,"부산광역시 부산진구 가야대로784번길 46-5, 지하1층 (부전동)",부산광역시 부산진구 부전동 519-10 지하1층 , 
유흥주점영업,가빈,"부산광역시 부산진구 부전로20번길 12, 지하1층 (부전동)",부산광역시 부산진구 부전동 522-25 ,051 -819 -7761
유흥주점영업,연예인 주점,부산광역시 부산진구 가야대로784번길 56-4 (부전동),부산광역시 부산진구 부전동 519-15 , 051- 807-4734
유흥주점영업,비행기,부산광역시 부산진구 서전로47번길 59 (전포동),부산광역시 부산진구 전포동 635-13 , 051-8039- 914
유흥주점영업,금비,"부산광역시 부산진구 가야대로 775-2, 1층 (부전동)",부산광역시 부산진구 부전동 485-39 , 051- 807-4814
유흥주점영업,발리노래주점,부산광역시 부산진구 서면문화로 24 (부전동),부산광역시 부산진구 부전동 398-12 , 051- 808-2880
유흥주점영업,야야노래방,"부산광역시 부산진구 부전로152번길 40 (부전동,(지하1층))",부산광역시 부산진구 부전동 352-2 (지하1층) , 051- 819-9986
유흥주점영업,돌고래,"부산광역시 부산진구 신천대로65번길 29 (범천동,2층)",부산광역시 부산진구 범천동 869-3 2층 , 051- 643-9303
유흥주점영업,하와이노래주점,"부산광역시 부산진구 서면문화로 22 (부전동,(2층))",부산광역시 부산진구 부전동 397-19 (2층) , 051- 809-0698
유흥주점영업,나비,"부산광역시 부산진구 서면문화로 25 (부전동,(지하1층))",부산광역시 부산진구 부전동 474-82 (지하1층) ,051- 804-4629
유흥주점영업,루비노래주점,"부산광역시 부산진구 서면문화로5번길 21 (부전동,(2층))",부산광역시 부산진구 부전동 485-16 (2층) , 051- 819-4005
유흥주점영업,경빈노래주점,"부산광역시 부산진구 중앙대로 911 (양정동,지하1층)",부산광역시 부산진구 양정동 393-24 지하1층 ,051 -862 -2348
유흥주점영업,스타노래주점,"부산광역시 부산진구 서면문화로5번길 15 (부전동,(2층))",부산광역시 부산진구 부전동 486-25 (2층) , 051- 802-3631
유흥주점영업,삼우노래주점,"부산광역시 부산진구 새싹로8번길 32 (부전동,(지하1층))",부산광역시 부산진구 부전동 266-31 (지하1층) ,051 -808 -6013
유흥주점영업,목화,"부산광역시 부산진구 동평로 193 (부암동,(지하1층 일부))",부산광역시 부산진구 부암동 304-3 (지하1층 일부) , 051- 809-0957
유흥주점영업,설탕노래주점,"부산광역시 부산진구 부전로96번길 29 (부전동,(지상2층))",부산광역시 부산진구 부전동 474-92 (지상2층) , 
유흥주점영업,콘서트,"부산광역시 부산진구 동천로107번길 21 (부전동,(2층))",부산광역시 부산진구 부전동 142-7 (2층) , 051- 818-7200
유흥주점영업,북소리노래주점,"부산광역시 부산진구 부전로152번길 41 (부전동,외 1필지(-27) 2층)",부산광역시 부산진구 부전동 264-26 외 1필지(-27) 2층 , 
유흥주점영업,아싸!노래방,"부산광역시 부산진구 새싹로29번길 14 (부전동,외 1필지 (2층))",부산광역시 부산진구 부전동 403-27 외 1필지 (2층) ,051 -802 -0414
유흥주점영업,엔(En),"부산광역시 부산진구 중앙대로691번길 43 (부전동,(2층))",부산광역시 부산진구 부전동 524-7 (2층) , 051- 806-9200
유흥주점영업,에이스,"부산광역시 부산진구 서면문화로5번길 8, 지상2층 (부전동)",부산광역시 부산진구 부전동 475-32 (지상2층) , 051- 806-1288
유흥주점영업,홍시,"부산광역시 부산진구 서면문화로 18-1, 2층 (부전동)",부산광역시 부산진구 부전동 397-21 2층 , 051- 817-4477
유흥주점영업,열린노래주점,"부산광역시 부산진구 서면문화로5번길 24 (부전동,(2층))",부산광역시 부산진구 부전동 477-28 (2층) , 
유흥주점영업,앵콜노래주점,"부산광역시 부산진구 동성로 119 (전포동,(지하1층))",부산광역시 부산진구 전포동 193-9 (지하1층) ,051 -808 -9964
유흥주점영업,황실노래주점,"부산광역시 부산진구 범일로 156-1 (범천동,(지하1층))",부산광역시 부산진구 범천동 847-5 (지하1층) , 051- 632-8855
유흥주점영업,로타리포장크럽,"부산광역시 부산진구 새싹로8번길 14 (부전동,지하1층 일부)",부산광역시 부산진구 부전동 260-44 지하1층 일부 , 051- 809-0122
유흥주점영업,입술노래주점,"부산광역시 부산진구 서면로 29-9 (부전동,(2층))",부산광역시 부산진구 부전동 522-44 (2층) ,
유흥주점영업,1번가포장타운,"부산광역시 부산진구 부전로152번길 41, 지하1층 (부전동)",부산광역시 부산진구 부전동 264-26 , 051- 816-2653
유흥주점영업,OK바,"부산광역시 부산진구 황령대로 9 (범천동,지하1층)",부산광역시 부산진구 범천동 858-64 지하1층 ,051 -643 -1095
유흥주점영업,오 준코,"부산광역시 부산진구 중앙대로702번길 21 (부전동,(6층))",부산광역시 부산진구 부전동 168-176 (6층) , 051- 802-0977
유흥주점영업,요(Yo),"부산광역시 부산진구 중앙대로702번길 21 (부전동,(7층))",부산광역시 부산진구 부전동 168-176 (7층) , 
유흥주점영업,예준코소주호프노래타운,"부산광역시 부산진구 중앙대로702번길 21 (부전동,(8층))",부산광역시 부산진구 부전동 168-176 (8층) , 
유흥주점영업,풍차노래주점,부산광역시 부산진구 복지로13번길 49 (개금동),부산광역시 부산진구 개금동 177-59 (지하1층 일부) , 
유흥주점영업,무지개,"부산광역시 부산진구 자유평화로 23 (범천동,(2층))",부산광역시 부산진구 범천동 839-411 (2층) ,051 -647 -3701
유흥주점영업,고소주호프노래타운,"부산광역시 부산진구 서전로10번길 50 (부전동,(지하1층))",부산광역시 부산진구 부전동 165-1 (지하1층) , 051- 818-8816
유흥주점영업,포차끝판왕서면점,"부산광역시 부산진구 중앙대로680번가길 12-6, 지상1층 (부전동)",부산광역시 부산진구 부전동 220-8 지상1층 , 051- 818-3321
유흥주점영업,스타,"부산광역시 부산진구 서면로 28-1, 지상4층 (부전동)",부산광역시 부산진구 부전동 233-4 지상4층 , 051-805 -8766
유흥주점영업,트리플에스,"부산광역시 부산진구 서면로 28-1 (부전동,(2층))",부산광역시 부산진구 부전동 233-4 (2층) , 
유흥주점영업,마세라티,"부산광역시 부산진구 신천대로62번길 60, 지하1층 (부전동)",부산광역시 부산진구 부전동 232-3 지하1층 ,051 -802 -1411
유흥주점영업,백경,"부산광역시 부산진구 서전로9번길 14 (부전동,(지하1층))",부산광역시 부산진구 부전동 117-6 (지하1층) , 051- 809-9126
유흥주점영업,신바람노래주점,"부산광역시 부산진구 서면문화로 6 (부전동,(3층))",부산광역시 부산진구 부전동 259-5 (3층) ,051 -807 -0880
유흥주점영업,첼로 노래주점,"부산광역시 부산진구 서면문화로5번길 9, 지상2층 (부전동)",부산광역시 부산진구 부전동 486-3 지상2층 , 
유흥주점영업,보물섬,"부산광역시 부산진구 부전로96번길 19 (부전동,3층)",부산광역시 부산진구 부전동 474-111 3층 ,051 -816 -7575
유흥주점영업,아라라이브,"부산광역시 부산진구 신천대로62번길 42, 지상3층 (부전동)",부산광역시 부산진구 부전동 232-4 지상3층 , 
유흥주점영업,꿀노래주점,부산광역시 부산진구 부전로96번길 34-3 (부전동),부산광역시 부산진구 부전동 475-14 ,051 -817 -2965
유흥주점영업,동행원탁가라오케,부산광역시 부산진구 새싹로8번길 28 (부전동),부산광역시 부산진구 부전동 266-4 ,051 -803 -8660
유흥주점영업,지오소주호프노래타운,"부산광역시 부산진구 서전로10번길 69 (부전동,외1필지)",부산광역시 부산진구 부전동 190-1 외1필지 ,051 -818 -0879
유흥주점영업,아찌와 노래주점,"부산광역시 부산진구 가야대로 482, 지하1층 (개금동)",부산광역시 부산진구 개금동 171-13 (지하1층) ,011 -655 -4033
유흥주점영업,지오소주호프노래타운,"부산광역시 부산진구 서전로10번길 69, 4층 (부전동)",부산광역시 부산진구 부전동 190-1 4층 ,051 -816 -0879
유흥주점영업,즐거운,"부산광역시 부산진구 부전로96번길 40 (부전동,(2층))",부산광역시 부산진구 부전동 475-8 (2층) ,051 -818 -1141
유흥주점영업,락,"부산광역시 부산진구 부전로 48 (부전동,(3층))",부산광역시 부산진구 부전동 515-67 (3층) ,051 -808 -4580
유흥주점영업,꿀단지,"부산광역시 부산진구 부전로20번길 44-1 (부전동,(2층))",부산광역시 부산진구 부전동 521-8 (2층) , 
유흥주점영업,M.T 에이플러스,"부산광역시 부산진구 중앙대로 901, 1층 (양정동)",부산광역시 부산진구 양정동 394-5 ,051 -852 -5558
유흥주점영업,비 투(2),"부산광역시 부산진구 중앙대로680번가길 18, 2층 (부전동)",부산광역시 부산진구 부전동 217-6 2층 ,051 -816 -8844
유흥주점영업,패밀리,"부산광역시 부산진구 서면로 57, 지하1층 (부전동)",부산광역시 부산진구 부전동 517-1 지하1층 ,051 -802 -3437
유흥주점영업,꿀물노래주점,"부산광역시 부산진구 가야대로 483 (개금동,번지(지하1층))",부산광역시 부산진구 개금동 200-1 번지(지하1층) , 051- 898-1967
유흥주점영업,부산노래방,"부산광역시 부산진구 새싹로8번길 28 (부전동,외 1필지(2층))",부산광역시 부산진구 부전동 266-4 외 1필지(2층) ,051 -808 -8889
유흥주점영업,오디션,부산광역시 부산진구 동성로 130 (전포동),부산광역시 부산진구 전포동 588-6 ,051 -805 -2859
유흥주점영업,오랜지 노래주점,부산광역시 부산진구 골드테마길 42 (범천동),부산광역시 부산진구 범천동 845-8 ,051 -631 -6764
유흥주점영업,토이,"부산광역시 부산진구 서면로 29-10, 3층 (부전동)",부산광역시 부산진구 부전동 521-23 3층 , 
유흥주점영업,딸기노래주점,"부산광역시 부산진구 부전로96번길 40 (부전동,번지(지상3층))",부산광역시 부산진구 부전동 475-8 번지(지상3층) ,010 -5512-9744
유흥주점영업,핑크,"부산광역시 부산진구 새싹로 29, 지하1층 (부전동)",부산광역시 부산진구 부전동 401-21 지하1층 , 
유흥주점영업,비스트,"부산광역시 부산진구 서면로 16 (부전동,(지하1층))",부산광역시 부산진구 부전동 534-1 (지하1층) , 
유흥주점영업,오마마,"부산광역시 부산진구 서면문화로 6-1, 3층 (부전동)",부산광역시 부산진구 부전동 259-12 (지상3층) ,051 -805 -4446
유흥주점영업,수박노래주점,"부산광역시 부산진구 골드테마길 69 (범천동,2층)",부산광역시 부산진구 범천동 847-1 2층 ,051 -646 -9701
유흥주점영업,불꽃포장,"부산광역시 부산진구 새싹로28번길 10, 지하1층 (부전동)",부산광역시 부산진구 부전동 395-21 지하1층 ,051 -809 -1959
유흥주점영업,웨이브노래주점,"부산광역시 부산진구 서면문화로 40, 지상2층 (부전동)",부산광역시 부산진구 부전동 403-15 지상2층 , 
유흥주점영업,아담소주맥주주점,"부산광역시 부산진구 서면로 37, 지하1층 (부전동)",부산광역시 부산진구 부전동 521-10 ,051 -802 -0497
유흥주점영업,강남콩,"부산광역시 부산진구 서면로 33 (부전동,(4층 일부))",부산광역시 부산진구 부전동 521-21 (4층 일부) , 
유흥주점영업,허니노래주점,"부산광역시 부산진구 부전로96번길 34-4, 2층 (부전동)",부산광역시 부산진구 부전동 477-20 , 
유흥주점영업,247노래타운(247 Music Town),"부산광역시 부산진구 중앙대로680번가길 15, 3층 (부전동)",부산광역시 부산진구 부전동 215-3 3층 ,051 -808 -3308
유흥주점영업,노블노래주점,"부산광역시 부산진구 부전로96번길 32 (부전동,번지(2층))",부산광역시 부산진구 부전동 477-1 번지(2층) ,051 -805 -0181
유흥주점영업,카리브,"부산광역시 부산진구 서면문화로 18-1, -1층 (부전동)",부산광역시 부산진구 부전동 397-21 지하1층 ,051 -805 -4296
유흥주점영업,신화노래주점,"부산광역시 부산진구 부전로20번길 32-5, 지하1층 (부전동)",부산광역시 부산진구 부전동 521-25 지하1층 ,051 -803 -7005
유흥주점영업,불꽃노래주점,부산광역시 부산진구 서면문화로 42-1 (부전동),부산광역시 부산진구 부전동 403-8 ,051 -806 -7414
유흥주점영업,루이뮤직하우스,"부산광역시 부산진구 서면로 33-9, 지상2층 (부전동)",부산광역시 부산진구 부전동 521-20 지상2층 , 
유흥주점영업,룩소,"부산광역시 부산진구 범일로131번길 71 (범천동,번지(지하1층))",부산광역시 부산진구 범천동 881-45 번지(지하1층) ,051 -632 -9734
유흥주점영업,콜포장타운,"부산광역시 부산진구 가야대로 783 (부전동,번지(지하1층))",부산광역시 부산진구 부전동 486-6 번지(지하1층) ,051 -804 -9600
유흥주점영업,부산항가라오케,"부산광역시 부산진구 부전로 73-1 (부전동,지하1층)",부산광역시 부산진구 부전동 512-1 지하1층 ,011 -871 -7575
유흥주점영업,은빛,"부산광역시 부산진구 중앙대로756번길 16, 지상2층 (부전동)",부산광역시 부산진구 부전동 126-1 지상2층 ,051 -805 -9542
유흥주점영업,고궁노래주점,"부산광역시 부산진구 중앙대로909번길 6 (양정동,번지 외 1필지(지하1층))",부산광역시 부산진구 양정동 393-18 번지 외 1필지(지하1층) , 
유흥주점영업,비너스노래주점,"부산광역시 부산진구 가야대로 480-1 (개금동,번지(지하1층))",부산광역시 부산진구 개금동 171-121 번지(지하1층) ,051 -896 -8696
유흥주점영업,쇼크2호점,"부산광역시 부산진구 중앙대로 687-1, 2,3층 (부전동)","부산광역시 부산진구 부전동 241-4 (2,3층) ",051 -806 -3421
유흥주점영업,황금노래주점,"부산광역시 부산진구 서면문화로5번길 17 (부전동,번지(2층일부))",부산광역시 부산진구 부전동 486-11 번지(2층일부) , 
유흥주점영업,싱씽노래주점,"부산광역시 부산진구 신천대로 195 (당감동,번지(2층))",부산광역시 부산진구 당감동 878-4 번지(2층) ,051 -893 -4667
유흥주점영업,1970새마을포차서면점,"부산광역시 부산진구 중앙대로680번가길 15, 2층 (부전동)",부산광역시 부산진구 부전동 215-3 (2층) ,070 -7379-7568
유흥주점영업,초코렛,"부산광역시 부산진구 서면문화로 24-1 (부전동,번지(지하1층일부))",부산광역시 부산진구 부전동 398-4 번지(지하1층일부) , 
유흥주점영업,뿌빠노래타운,"부산광역시 부산진구 서면로 29, 지하1층 (부전동)",부산광역시 부산진구 부전동 522-49 지하1층 ,051 -806 -6545
유흥주점영업,백두산,"부산광역시 부산진구 서면문화로5번길 30 (부전동,(지하1층))",부산광역시 부산진구 부전동 477-31 (지하1층) , 
유흥주점영업,21세기주점,"부산광역시 부산진구 새싹로29번길 12 (부전동,,6(지상2층))","부산광역시 부산진구 부전동 402-4 ,6(지상2층) ", 
유흥주점영업,궁전노래방,"부산광역시 부산진구 가야대로454번길 11 (개금동,(지하1층))",부산광역시 부산진구 개금동 177-282 (지하1층) ,051 -895 -3989
유흥주점영업,몽블랑,"부산광역시 부산진구 서면문화로 11 (부전동,(3층))",부산광역시 부산진구 부전동 475-3 (3층) ,051 -803 -0993
유흥주점영업,하모니노래주점,"부산광역시 부산진구 자유평화로3번길 14-21 (범천동,(2층))",부산광역시 부산진구 범천동 839-32 (2층) ,051 -627 -2555
유흥주점영업,7080노래주점,"부산광역시 부산진구 중앙대로755번길 25, 지하1층 (부전동)",부산광역시 부산진구 부전동 265-6 (지하1층) , 
유흥주점영업,나이스노래주점,부산광역시 부산진구 부전로96번길 37 (2층)층 (부전동),부산광역시 부산진구 부전동 474-44 (2층) , 
유흥주점영업,환상노래주점,"부산광역시 부산진구 신천대로62번길 지하 71, 1층 (부전동)",부산광역시 부산진구 부전동 240-15 ,051 -804 -6990
유흥주점영업,루비가라오케,"부산광역시 부산진구 부전로66번길 지하 12, 1층 (부전동)",부산광역시 부산진구 부전동 515-1 ,051 -818 -2069
유흥주점영업,밀키스노래주점,"부산광역시 부산진구 중앙대로 905 (양정동, 지하1층전체)",부산광역시 부산진구 양정동 394-33 (지하1층전체) , 
유흥주점영업,롯바,"부산광역시 부산진구 부전로96번길 26, 3층 (부전동)",부산광역시 부산진구 부전동 477-16 3층 , 
유흥주점영업,쇼크소주맥주주점,"부산광역시 부산진구 서면로 25, 지하1층 (부전동)",부산광역시 부산진구 부전동 522-4 지하1층 ,051 -804 -9969
유흥주점영업,메카소주호프,"부산광역시 부산진구 서면로 25, 지하1층 (부전동)",부산광역시 부산진구 부전동 522-4 지하1층 ,051 -804 -9969
유흥주점영업,가인노래주점,"부산광역시 부산진구 부전로20번길 28 (부전동, 지상3층전체)",부산광역시 부산진구 부전동 522-47 지상3층전체 , 
유흥주점영업,별천지노래주점,"부산광역시 부산진구 거제대로36번길 30 (양정동, 지하1층전체)",부산광역시 부산진구 양정동 394-20 지하1층전체 ,051 -868 -9166
유흥주점영업,247클럽라운지,"부산광역시 부산진구 중앙대로691번길 53, 2층 (부전동)",부산광역시 부산진구 부전동 524-17 , 
유흥주점영업,송타임,"부산광역시 부산진구 서면문화로 23, 6층 (부전동, 외4필지(MJ빌딩))",부산광역시 부산진구 부전동 474-2 외4필지(MJ빌딩6층) , 
유흥주점영업,기린노래방,"부산광역시 부산진구 새싹로 21-7, 2층 (부전동)",부산광역시 부산진구 부전동 397-6 외1필지(지상2층 일부) , 
유흥주점영업,솔내음,"부산광역시 부산진구 서면문화로 26, 4층 (부전동)",부산광역시 부산진구 부전동 398-8 4층 일부 , 
유흥주점영업,조은노래주점,"부산광역시 부산진구 거제대로36번길 26 (양정동, 지하1층일부)",부산광역시 부산진구 양정동 394-3 지하1층일부 , 
유흥주점영업,퀸즈노래주점,부산광역시 부산진구 중앙대로691번길 9 (부전동),부산광역시 부산진구 부전동 241-2 (지상4층일부) , 
유흥주점영업,동강,"부산광역시 부산진구 서면문화로 35 (부전동, 동강빌딩5층)",부산광역시 부산진구 부전동 406-33 동강빌딩5층 , 051- 819-2300
유흥주점영업,라티노,"부산광역시 부산진구 부전로 47, 지하1층 (부전동)",부산광역시 부산진구 부전동 514-5 외1필지 , 
유흥주점영업,타잔소주호프노래타운,"부산광역시 부산진구 서전로10번길 61, 지상2층 201호 (부전동, 쥬디스태화신관)",부산광역시 부산진구 부전동 183-1 지상2층 201호 쥬디스태화신관 ,051 -807 -8048
유흥주점영업,인스타,"부산광역시 부산진구 서면로 25, 지상9층 (부전동, 서면삼환골든뷰)","부산광역시 부산진구 부전동 522-4 지상9층, 서면삼환골든뷰 ",051 -818 -2023
유흥주점영업,유니크,"부산광역시 부산진구 서면로 25, 지상10층 (부전동, 서면삼한골든뷰)","부산광역시 부산진구 부전동 522-4 지상10층, 서면삼한골든뷰 ",051 -818 -2025
유흥주점영업,77노래주점,"부산광역시 부산진구 전포대로275번길 65, 3층 (전포동)",부산광역시 부산진구 전포동 874-12 , 
유흥주점영업,소풍,"부산광역시 부산진구 부전로20번길 40-8, 지하1층 (부전동)",부산광역시 부산진구 부전동 521-18 지하1층 , 
유흥주점영업,길자노래주점,"부산광역시 부산진구 중앙대로691번가길 23-1, 지하1층 (부전동)",부산광역시 부산진구 부전동 515-44 지하1층 ,070 -7356-4262
유흥주점영업,일번가,"부산광역시 부산진구 중앙대로691번길 53, 지하1층 (부전동)","부산광역시 부산진구 부전동 524-17 외 3필지, 지하1층 ",051 -803 -9839
유흥주점영업,금촌노래방주점,"부산광역시 부산진구 골드테마길 37, 지하1층 (범천동)",부산광역시 부산진구 범천동 846-22 , 
유흥주점영업,홀인원노래주점,"부산광역시 부산진구 서면문화로 39 (부전동, 지상2층일부)",부산광역시 부산진구 부전동 406-67 지상2층일부 , 051- 802-4546
유흥주점영업,테너,"부산광역시 부산진구 새싹로8번길 36 (부전동, 지하1층전부)",부산광역시 부산진구 부전동 266-30 지하1층전부 , 051- 809-1150
유흥주점영업,헬로우,"부산광역시 부산진구 서면로 19-12, 지상3층 (부전동, 미소미빌딩비동)",부산광역시 부산진구 부전동 522-15 외 1필지 지상3층 미소미빌딩비동 , 
유흥주점영업,엔젤,"부산광역시 부산진구 새싹로29번길 5, 2층 (부전동)",부산광역시 부산진구 부전동 400-1 , 
유흥주점영업,쇼,"부산광역시 부산진구 새싹로8번길 11, 지하1층 (부전동)",부산광역시 부산진구 부전동 262-10 , 
유흥주점영업,설탕,"부산광역시 부산진구 서면로 23, 지상4층 (부전동, 미소미빌딩비동)","부산광역시 부산진구 부전동 522-15 외 1필지, 지상4층 미소미빌딩비동 ", 
유흥주점영업,썸,"부산광역시 부산진구 신암로83번길 6, 2층 (범천동)",부산광역시 부산진구 범천동 1234-10 2층 , 
유흥주점영업,썬노래주점,"부산광역시 부산진구 새싹로8번길 5 (부전동, 지하1층)",부산광역시 부산진구 부전동 261-11 , 
유흥주점영업,큐원탁 라이브,"부산광역시 부산진구 새싹로28번길 12, 지하1층 (부전동)",부산광역시 부산진구 부전동 395-5 , 
유흥주점영업,탑스,"부산광역시 부산진구 중앙대로909번길 5, 지하1층 (양정동)",부산광역시 부산진구 양정동 394-13 , 
유흥주점영업,팡팡,"부산광역시 부산진구 부전로152번길 71, 지하1층 (부전동)",부산광역시 부산진구 부전동 262-11 , 
유흥주점영업,대월,"부산광역시 부산진구 서면로 37-1, 2층 (부전동)",부산광역시 부산진구 부전동 521-9 , 051- 803-3833
유흥주점영업,원탁가라오케,"부산광역시 부산진구 부전로152번길 55, 지하1층 (부전동)",부산광역시 부산진구 부전동 264-10 , 
유흥주점영업,보리수노래주점,"부산광역시 부산진구 새싹로14번길 19, 2층 (부전동)",부산광역시 부산진구 부전동 264-22 , 
유흥주점영업,설탕,"부산광역시 부산진구 서면로 38, 지하1층 (부전동)",부산광역시 부산진구 부전동 240-3 지하1층 , 
유흥주점영업,해바라기주점,"부산광역시 부산진구 새싹로 21-5, 2층 (부전동)",부산광역시 부산진구 부전동 397-5 , 
유흥주점영업,영영노래주점,"부산광역시 부산진구 새싹로8번길 36, 2층 (부전동)",부산광역시 부산진구 부전동 266-30 , 
유흥주점영업,한국관황진이포장,"부산광역시 부산진구 새싹로 17-1, 2층 (부전동)",부산광역시 부산진구 부전동 397-9 부산부전1동우체국 , 
유흥주점영업,짱노래주점,"부산광역시 부산진구 부전로152번길 68, 지하1층 (부전동)",부산광역시 부산진구 부전동 261-2 , 
유흥주점영업,비노래주점,"부산광역시 부산진구 중앙대로680번가길 18, 3층 (부전동)",부산광역시 부산진구 부전동 217-6 , 
